start	end	text
2147408	2150133	from the hips, keeping my back nice and straight.
2150454	2157607	If you wanna reach down and touch your ankle or touch your toe, you can, but don't reach down and start to bend over from the back.
2157627	2162717	So I like to just keep my hands here to make sure that I'm not rounding the upper back.
2163625	2167494	and I'm just gonna hold 15 seconds, and then I'm gonna switch over to the other side.
2167515	2170382	15 seconds on the other side as well.
2170522	2172647	We should feel this stretch all in the hamstrings.
2172848	2174271	So that is the back of the thigh.
2174512	2178782	We'll feel it a little bit down into the calves, but we should feel it mostly hamstrings.
2178762	2182489	For our adductor stretch, I'm just gonna go one leg out.
2182649	2185054	I need to lock out this knee so I'm nice and straight.
2185414	2187719	I'm gonna sit back onto my heel.
2188099	2189662	So now look at this back foot.
2189682	2191085	I'm not curling the toe under.
2191485	2195573	I'm putting it down like this so the top of my foot is flat to the floor.
2195553	2198996	and I'm gonna sit my hips back to that heel.
2199416	2204781	Now from there, I can already feel a little bit of a stretch in the adductor.
2205082	2218193	Now if you don't really try to square your chest towards the floor, now from there, if you don't feel a big stretch already, we're gonna come down to the elbows and we're just gonna hang out in this position for 15 seconds.
2218554	2223298	All right, so I should feel that stretch all through the adductors, that's the inside of the leg.
2223278	2226843	After 15 seconds, I'm going to switch over to that other side.
2227424	2228125	Same thing.
2228446	2231330	For my glute stretch, I'm going to pull this knee back.
2231631	2234775	Now make sure that this other leg stays down on the floor.
2235056	2238942	So I need my right knee and my right heel down through the ground.
2239242	2243869	I'm not going to lift off and I'm just going to lay my head back and just pull
2243849	2271477	this knee as far towards the chest as i can now a lot of you as you pull the tendency is to rise here because we're tight in the hip flexors if that's the case try to have somebody hold that leg down or strap it down with a band or just realize that you don't have that range of motion yet and you can only pull to right here but this is a glute stretch for this left leg but at the same time for a lot of you this will be a hip flexor stretch on that right side
2271457	2274522	So I'm just going to pull back, hold for 15 seconds.
2274963	2281074	After 15 seconds, I'm switching over to that other side, trying to get full range of motion with that other leg.
2281094	2284119	So for our hip flexor stretch, make sure that we have something soft.
2284139	2286303	I don't want you guys putting your knee on a hardwood.
2286543	2290410	Make sure you have a pad or a soft floor to do this stretch on.
2290390	2292192	So I'm just going to go on one knee.
2292253	2295136	This knee is going to go 90 degrees.
2295217	2296118	So I'm 90 there.
2296478	2299262	My ankle is directly underneath that knee.
2299623	2301926	Now from here, I just got to get up nice and tall.
2302286	2306953	Some of you are already going to feel a stretch in the hip flexor because we're extra tight.
2307333	2310317	Now from there, I'm just going to lean forward.
2310578	2313361	So I should have this knee back behind the hip.
2313762	2318929	And now from there, I'm just raising straight up and I'm going to hold.
2319533	2325839	All right, so I feel a big stretch from here all the way down through the bottom of that hip flexor.
2326600	2330344	After 15 seconds, I'm gonna switch over to that other side and do the same thing.
2330464	2335769	For my calf stretch, I'm basically gonna do what they would call a downward dog in yoga.
2336130	2342636	So I'm here, I'm gonna push back like this, I'm gonna straighten out my arms, and now I'm just gonna cross over.
2343037	2349203	So I'm gonna put my left foot over that right foot, and I'm gonna try to get that right heel
